"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G24575",1140.92338490364,0.634000771196713,0.347414796777817,1.82491009904272,0.0680145969691399,0.231084205979342
"AT1G12790",51.557703099588,-0.303584714423576,0.29099198359663,-1.04327518123112,0.296820862334154,0.566750217470067
"AT1G04850",3658.82237509962,0.175643631879241,0.125233775806554,1.40252604178088,0.160758219578314,0.399263257934184
"AT1G31760",82.4571867561749,-0.139037040154348,0.270635861705055,-0.513742115617601,0.607432302591747,0.815648822359933
"AT1G33250",487.594065874449,-0.177959767841217,0.138258043293992,-1.28715670785824,0.19803967324687,0.451344046070782
"AT1G74000",133.679096266616,0.295396671274457,0.311623932160262,0.947926782216906,0.343166729454783,0.612975188668081
"AT1G55580",41.5836381473164,-1.24055797737871,0.528590871323228,-2.34691525086917,0.0189295598764841,0.0944614080211452
"AT1G53903",0,NA,NA,NA,NA,NA
"AT1G19715",521.434164395231,0.369014363167335,0.247660434255857,1.49000127644978,0.136223900308073,0.361054638228353
"AT1G69430",111.002175724718,0.729637125484833,0.230372595811055,3.167204514565,0.00153912035244629,0.0139985437063896
"AT1G53340",189.848486394244,1.06953455955802,0.214696548437955,4.98161040472945,6.30572907776068e-07,1.94362727104046e-05
"AT1G29890",787.735982888531,0.145909290527857,0.146515875360893,0.99585993782898,0.3193182029432,0.589610428617033
"AT1G80290",190.029100568224,0.0870771227845141,0.160475920213475,0.542617999439908,0.58739284343306,0.804049299252088
"AT1G56540",165.882854445954,0.269612751110389,0.30043322643048,0.897413226605202,0.369498457323981,0.63763940307287
"AT1G48650",925.019712134258,-0.302415521598041,0.104046754198182,-2.90653489316943,0.0036545613703568,0.0275095686987272
"AT1G22670",3.3410965871651,-1.54584421585732,1.09063773021462,-1.41737643310132,0.156372899154049,0.392414304890969
"AT1G07030",422.771496387799,0.105647485942315,0.157084737395257,0.672550928206883,0.501233029691635,0.743558215319273
"AT1G69860",0,NA,NA,NA,NA,NA
"AT1G10120",1162.42626615166,0.681148637804137,0.161418288033532,4.21977364586248,2.44547727800194e-05,0.000464214641482738
"AT1G43650",515.887788637609,-0.843453198854326,0.188860531010257,-4.4660109465038,7.96915340599249e-06,0.000177934212114127
"AT1G09960",724.632848696785,0.609892133334873,0.192654933749262,3.16572288840856,0.00154698091994343,0.0140524419372268
"AT1G51990",0.340917222170675,1.92580593608248,4.03720332195538,0.477014849762318,0.633351547360077,NA
"AT1G53625",181.358095038559,0.283854261389727,0.383138508151939,0.740865914937373,0.458774744072073,0.712385579508238
